key,value
"(29, 39)","{'super area title': 'Farraige Mhor', 'description': 'Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 40)","{'super area title': 'Farraige Mhor', 'description': 'The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 41)","{'super area title': 'Farraige Mhor', 'description': 'Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 42)","{'super area title': 'North Juun', 'description': 'As far as the eye can see, rows of crops stretch across the fertile plain. Tall grasses wave lazily in the wind, their golden heads creating a sea of movement that whispers secrets to anyone who listens. The sun bathes the landscape in a warm glow, and the air is filled with the earthy scent of soil and vegetation.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(29, 43)","{'super area title': 'North Juun', 'description': 'The barren landscape is dominated by arid earth and rocky outcroppings.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. The air is filled with the earthy scent of freshly turned soil, and the landscape feels alive with the promise of sustenance and growth.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(29, 44)","{'super area title': 'North Juun', 'description': 'As far as the eye can see, rows of crops stretch across the fertile plain. Tall grasses wave lazily in the wind, their golden heads creating a sea of movement that whispers secrets to anyone who listens. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(29, 45)","{'super area title': 'North Juun', 'description': 'The plains of North Juun seem to stretch on forever, a vast expanse of open land broken only by occasional clusters of trees. The grasslands in North Juun sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(29, 46)","{'super area title': 'desert', 'description': ""The sandy coastline is a meeting place of two worlds – the desert's dunes and the ocean's expanse. The cliffs offer protection from the wind, casting cool shadows that provide relief from the sun's intensity. \n                                  The waves crash against the rocks with a soothing rhythm, and patches of tide pools reveal small ecosystems teeming with colorful marine life. It's a place of transition and contrast, where the forces of nature collide and collaborate."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 47)","{'super area title': 'desert', 'description': ""A narrow strip of soft sand hugs the base of towering cliffs, a hidden oasis nestled between land and sea. The cliffs offer protection from the wind, casting cool shadows that provide relief from the sun's intensity. \n                                  The waves crash against the rocks with a soothing rhythm, and patches of tide pools reveal small ecosystems teeming with colorful marine life. Foam-flecked waves rise with a fierce determination, their power a stark reminder of the ocean's wild and untamed spirit."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 48)","{'super area title': 'desert', 'description': ""A narrow strip of soft sand hugs the base of towering cliffs, a hidden oasis nestled between land and sea. Rolling sand dunes rise and fall like ripples frozen in time, their shapes constantly reshaped by the wind. \n                                  The sea's waves come ashore with a gentle sigh, washing over the edges of the dunes and creating ephemeral patterns in the sand. Foam-flecked waves rise with a fierce determination, their power a stark reminder of the ocean's wild and untamed spirit."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 49)","{'super area title': 'Abhainn Mhor River', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Abhainn Mhor River-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
